date,dish_name,quantity_sold,checkout_price,base_price,emailer_for_promotion,homepage_featured,category,cuisine
2022-09-12,Pasta_Italian,7950,405.0025668449198,430.49229946524065,0,1,Pasta,Italian
2022-09-12,Pizza_Continental,183275,436.8221212121212,658.1054545454544,1,1,Pizza,Continental
2022-09-12,Rice Bowl_Indian,108176,337.09779220779217,340.488051948052,0,0,Rice Bowl,Indian
2022-09-12,Salad_Italian,141449,246.73379912663756,302.16541484716157,1,1,Salad,Italian
2022-09-12,Sandwich_Italian,83066,299.7075,300.4130701754386,0,1,Sandwich,Italian
2022-09-12,Seafood_Continental,7930,647.978698224852,669.3292899408284,0,1,Seafood,Continental
2022-09-12,Soup_Thai,7651,196.85348314606742,256.471011235955,0,1,Soup,Thai
2022-09-12,Starters_Thai,28338,281.04980952380953,281.2633333333333,0,1,Starters,Thai
2022-09-19,Beverages_Continental,22574,364.61065727699525,380.69765258215966,0,1,Beverages,Continental
2022-09-19,Beverages_Indian,15680,191.03482051282052,206.78487179487178,0,1,Beverages,Indian
2022-09-19,Beverages_Italian,92497,190.08636363636361,195.77865800865803,0,1,Beverages,Italian
2022-09-19,Beverages_Thai,123582,121.32939814814816,122.4462037037037,0,1,Beverages,Thai
2022-09-19,Biryani_Indian,4315,470.46466666666663,470.4313333333333,0,1,Biryani,Indian
2022-09-19,Desert_Indian,8745,458.8341397849462,461.93413978494624,0,1,Desert,Indian
2022-09-19,Extras_Thai,27916,167.8532967032967,199.30934065934068,0,1,Extras,Thai
2022-09-19,Other Snacks_Thai,13679,235.46064748201437,258.3675539568345,0,1,Other Snacks,Thai
2022-09-19,Pasta_Italian,9753,399.3323469387755,430.87979591836734,0,1,Pasta,Italian
2022-09-19,Pizza_Continental,147515,437.6320346320346,658.1184415584415,1,1,Pizza,Continental
2022-09-19,Rice Bowl_Indian,324809,295.41939393939396,340.8518181818182,1,1,Rice Bowl,Indian
2022-09-19,Salad_Italian,63083,298.76100436681224,301.9201310043668,0,1,Salad,Italian
2022-09-19,Sandwich_Italian,77534,300.49969432314407,301.3297816593887,0,0,Sandwich,Italian
2022-09-19,Seafood_Continental,7256,647.9800628930818,666.3796226415094,0,1,Seafood,Continental
2022-09-19,Soup_Thai,7146,195.8194623655914,256.0318279569892,0,1,Soup,Thai
2022-09-19,Starters_Thai,28482,280.9518095238095,281.2704761904762,0,1,Starters,Thai
2022-09-26,Beverages_Continental,14255,359.9824731182796,372.379623655914,0,1,Beverages,Continental
2022-09-26,Beverages_Indian,15762,195.11070754716982,208.01938679245282,0,1,Beverages,Indian
2022-09-26,Beverages_Italian,106118,189.83757575757573,195.59969696969696,0,1,Beverages,Italian
2022-09-26,Beverages_Thai,132543,122.93186046511629,123.77013953488373,0,1,Beverages,Thai
2022-09-26,Biryani_Indian,4401,472.233947368421,472.3128947368421,0,0,Biryani,Indian
2022-09-26,Desert_Indian,9667,457.28648241206025,458.8442713567839,0,1,Desert,Indian
2022-09-26,Extras_Thai,27199,173.89944444444444,196.5533333333333,0,1,Extras,Thai
2022-09-26,Other Snacks_Thai,18813,228.36105633802813,258.8792957746479,0,1,Other Snacks,Thai
2022-09-26,Pasta_Italian,14407,373.4271153846154,417.3560576923077,1,1,Pasta,Italian
2022-09-26,Pizza_Continental,105409,438.15108695652174,658.1918695652174,0,1,Pizza,Continental
2022-09-26,Rice Bowl_Indian,116547,332.4749350649351,338.89722943722944,0,1,Rice Bowl,Indian
2022-09-26,Salad_Italian,76339,301.43497816593884,302.3466375545852,0,1,Salad,Italian
2022-09-26,Sandwich_Italian,81760,303.4798689956332,303.7449781659389,0,1,Sandwich,Italian
2022-09-26,Seafood_Continental,9841,625.3498843930636,642.243063583815,0,1,Seafood,Continental
2022-09-26,Soup_Thai,8629,195.79125,254.26,0,1,Soup,Thai
2022-09-26,Starters_Thai,29274,281.2486602870813,281.3060765550239,0,1,Starters,Thai
2022-10-03,Beverages_Continental,26084,372.5339189189189,384.4602252252252,0,1,Beverages,Continental
2022-10-03,Beverages_Indian,17158,186.87626794258372,202.37985645933014,0,1,Beverages,Indian
2022-10-03,Beverages_Italian,101364,189.66030303030303,195.59155844155845,0,1,Beverages,Italian
2022-10-03,Beverages_Thai,127403,123.52693023255814,124.36227906976744,0,1,Beverages,Thai
2022-10-03,Biryani_Indian,4128,470.09713286713287,470.5866433566434,0,0,Biryani,Indian
2022-10-03,Desert_Indian,8541,458.3933513513514,459.08524324324327,0,1,Desert,Indian
2022-10-03,Extras_Thai,27525,169.39684782608697,196.4978260869565,0,1,Extras,Thai
2022-10-03,Other Snacks_Thai,21494,238.1879738562091,264.7371895424837,0,1,Other Snacks,Thai
2022-10-03,Pasta_Italian,14421,371.555,412.9776732673267,1,1,Pasta,Italian
2022-10-03,Pizza_Continental,95499,437.86230434782607,658.0492608695652,0,1,Pizza,Continental
2022-10-03,Rice Bowl_Indian,108955,334.5474458874459,339.69454545454545,0,0,Rice Bowl,Indian
2022-10-03,Salad_Italian,70388,302.91275109170306,302.8166812227074,0,0,Salad,Italian
2022-10-03,Sandwich_Italian,103700,292.83829694323146,304.2134061135371,0,1,Sandwich,Italian
2022-10-03,Seafood_Continental,41484,487.9489340101523,645.8238071065989,1,1,Seafood,Continental
2022-10-03,Soup_Thai,9100,195.59851063829785,254.96680851063826,0,1,Soup,Thai
2022-10-03,Starters_Thai,29915,281.2675,281.2194230769231,0,1,Starters,Thai
2022-10-10,Beverages_Continental,34710,381.64674008810573,386.0496475770925,0,1,Beverages,Continental
2022-10-10,Beverages_Indian,28319,172.2106730769231,200.18576923076924,1,1,Beverages,Indian
2022-10-10,Beverages_Italian,87795,194.91221739130432,194.9205652173913,0,1,Beverages,Italian
2022-10-10,Beverages_Thai,127506,124.4712037037037,124.79106481481482,0,1,Beverages,Thai
2022-10-10,Biryani_Indian,3959,471.2256204379562,471.24751824817514,0,0,Biryani,Indian
2022-10-10,Desert_Indian,9233,458.4151612903226,459.6054838709677,0,1,Desert,Indian
2022-10-10,Extras_Thai,27377,168.2176086956522,197.51923913043478,0,1,Extras,Thai
2022-10-10,Other Snacks_Thai,26865,244.74749999999997,267.8984659090909,0,1,Other Snacks,Thai
2022-10-10,Pasta_Italian,13208,373.38467289719625,414.6392523364485,0,1,Pasta,Italian
2022-10-10,Pizza_Continental,30898,652.8299559471366,654.8034801762113,0,1,Pizza,Continental
2022-10-10,Rice Bowl_Indian,155561,317.8817748917749,338.404632034632,1,1,Rice Bowl,Indian
2022-10-10,Salad_Italian,71126,300.6759825327511,301.1083406113537,0,0,Salad,Italian
2022-10-10,Sandwich_Italian,85801,292.19947598253276,303.83707423580785,0,1,Sandwich,Italian
2022-10-10,Seafood_Continental,52987,486.58669950738914,633.8016256157636,1,1,Seafood,Continental
2022-10-10,Soup_Thai,6880,218.87436170212766,254.108085106383,0,1,Soup,Thai
2022-10-10,Starters_Thai,29268,281.26203883495145,281.3688349514563,0,1,Starters,Thai
2022-10-17,Beverages_Continental,32486,383.0957777777778,388.06502222222224,0,1,Beverages,Continental
2022-10-17,Beverages_Indian,28742,174.01142180094786,201.66530805687202,1,1,Beverages,Indian
2022-10-17,Beverages_Italian,83468,196.4109090909091,196.5631168831169,0,0,Beverages,Italian
2022-10-17,Beverages_Thai,122571,124.57009216589861,124.98188940092166,0,1,Beverages,Thai
2022-10-17,Biryani_Indian,3991,471.73364963503644,471.73364963503644,0,0,Biryani,Indian
2022-10-17,Desert_Indian,11954,444.59928571428566,453.8897959183673,0,1,Desert,Indian
2022-10-17,Extras_Thai,27215,166.66393617021276,194.70106382978724,0,1,Extras,Thai
2022-10-17,Other Snacks_Thai,29562,240.9153005464481,266.2840983606557,0,1,Other Snacks,Thai
2022-10-17,Pasta_Italian,11150,373.1888383838384,409.99161616161615,0,1,Pasta,Italian
2022-10-17,Pizza_Continental,28459,657.8643231441048,658.1679912663756,0,1,Pizza,Continental
2022-10-17,Rice Bowl_Indian,94779,345.36233766233767,347.1271428571428,0,1,Rice Bowl,Indian
2022-10-17,Salad_Italian,158878,279.4285152838428,298.9322707423581,1,1,Salad,Italian
2022-10-17,Sandwich_Italian,84237,294.5908733624454,305.5466375545852,0,1,Sandwich,Italian
2022-10-17,Seafood_Continental,11336,624.1848924731182,635.2960752688172,0,1,Seafood,Continental
2022-10-17,Soup_Thai,7611,218.76891304347828,253.06260869565216,0,1,Soup,Thai
2022-10-17,Starters_Thai,29850,281.2812195121951,281.3592682926829,0,1,Starters,Thai
2022-10-24,Beverages_Continental,28200,384.64577777777777,388.1048888888889,0,1,Beverages,Continental
2022-10-24,Beverages_Indian,13251,193.38029268292684,199.6580487804878,0,1,Beverages,Indian
2022-10-24,Beverages_Italian,87034,196.14662337662338,196.21683982683982,0,0,Beverages,Italian
2022-10-24,Beverages_Thai,124406,124.1587037037037,124.61981481481482,0,1,Beverages,Thai
2022-10-24,Biryani_Indian,3976,470.8494029850746,470.80462686567165,0,0,Biryani,Indian
2022-10-24,Desert_Indian,30003,397.90539603960394,456.3112871287129,1,1,Desert,Indian
2022-10-24,Extras_Thai,27417,168.00385416666668,196.85729166666667,0,1,Extras,Thai
2022-10-24,Other Snacks_Thai,36968,245.6844210526316,260.2085789473684,1,1,Other Snacks,Thai
2022-10-24,Pasta_Italian,9256,423.7796373056995,429.3746632124352,0,1,Pasta,Italian
2022-10-24,Pizza_Continental,28819,658.2949122807017,658.533947368421,0,1,Pizza,Continental
2022-10-24,Rice Bowl_Indian,101360,346.00060606060606,347.64757575757574,0,1,Rice Bowl,Indian
2022-10-24,Salad_Italian,73440,301.7627074235808,301.8492139737991,0,1,Salad,Italian
2022-10-24,Sandwich_Italian,80058,294.4766375545851,305.3534061135372,0,0,Sandwich,Italian
2022-10-24,Seafood_Continental,12357,626.7427692307692,633.068923076923,0,1,Seafood,Continental
2022-10-24,Soup_Thai,7377,218.77947916666668,227.40281249999998,0,1,Soup,Thai
2022-10-24,Starters_Thai,29349,281.2732352941176,281.23401960784315,0,1,Starters,Thai
2022-10-31,Beverages_Continental,27823,382.68321266968326,387.95619909502267,0,1,Beverages,Continental
2022-10-31,Beverages_Indian,13405,195.1081862745098,199.48671568627452,0,1,Beverages,Indian
2022-10-31,Beverages_Italian,95013,194.68099567099566,194.6420346320346,0,0,Beverages,Italian
2022-10-31,Beverages_Thai,117790,124.63680555555555,124.81351851851852,0,1,Beverages,Thai
2022-10-31,Biryani_Indian,3708,468.73515625,469.53203125,0,0,Biryani,Indian
2022-10-31,Desert_Indian,29978,389.5253023255814,454.51334883720926,1,1,Desert,Indian
2022-10-31,Extras_Thai,28201,168.1121875,199.63812499999997,0,1,Extras,Thai
2022-10-31,Other Snacks_Thai,33447,248.93819148936169,261.3384574468085,1,1,Other Snacks,Thai
2022-10-31,Pasta_Italian,10363,408.2092227979275,432.5225906735751,1,1,Pasta,Italian
2022-10-31,Pizza_Continental,32583,658.1160606060606,658.2870562770563,0,1,Pizza,Continental
2022-10-31,Rice Bowl_Indian,124676,319.35497835497836,343.31316017316016,0,1,Rice Bowl,Indian
2022-10-31,Salad_Italian,85685,302.4264628820961,302.5574672489083,0,1,Salad,Italian
2022-10-31,Sandwich_Italian,82724,299.6692139737991,303.1671615720524,0,1,Sandwich,Italian
2022-10-31,Seafood_Continental,17736,626.5540487804878,629.5848780487804,0,1,Seafood,Continental
2022-10-31,Soup_Thai,7402,218.4978260869565,225.21369565217393,0,1,Soup,Thai
2022-10-31,Starters_Thai,28049,281.3010144927536,281.27202898550723,0,1,Starters,Thai
2022-11-07,Beverages_Continental,30191,373.04377358490564,381.1935377358491,0,1,Beverages,Continental
2022-11-07,Beverages_Indian,11766,193.3961809045226,196.20914572864322,0,1,Beverages,Indian
2022-11-07,Beverages_Italian,100686,186.9122077922078,193.6995670995671,0,0,Beverages,Italian
2022-11-07,Beverages_Thai,138889,120.92578703703704,124.82050925925925,0,1,Beverages,Thai
2022-11-07,Biryani_Indian,3766,423.8621138211382,469.7835772357723,0,0,Biryani,Indian
2022-11-07,Desert_Indian,20319,359.7281395348837,452.2520465116279,1,1,Desert,Indian
2022-11-07,Extras_Thai,29461,171.85229166666667,200.42375,0,1,Extras,Thai
2022-11-07,Other Snacks_Thai,30292,244.90952631578946,257.431,0,1,Other Snacks,Thai
2022-11-07,Pasta_Italian,8997,411.19138461538455,434.648,0,1,Pasta,Italian
2022-11-07,Pizza_Continental,88539,513.5873913043478,658.1490434782609,1,1,Pizza,Continental
2022-11-07,Rice Bowl_Indian,302572,304.2664502164502,342.1712554112554,1,1,Rice Bowl,Indian
2022-11-07,Salad_Italian,76762,302.2350218340611,302.3496506550218,0,0,Salad,Italian
2022-11-07,Sandwich_Italian,86911,296.6584716157205,301.9419650655022,0,1,Sandwich,Italian
2022-11-07,Seafood_Continental,14343,627.0697115384615,629.3753846153846,0,1,Seafood,Continental
2022-11-07,Soup_Thai,7197,234.1758064516129,235.35408602150537,0,1,Soup,Thai
2022-11-07,Starters_Thai,30508,281.22268292682924,281.2373170731707,0,1,Starters,Thai
2022-11-14,Beverages_Continental,35181,376.5109821428572,384.63433035714286,0,1,Beverages,Continental
2022-11-14,Beverages_Indian,12030,192.62535353535353,195.32777777777778,0,1,Beverages,Indian
2022-11-14,Beverages_Italian,96605,186.6983116883117,193.20588744588744,0,0,Beverages,Italian
2022-11-14,Beverages_Thai,151639,118.73252293577983,124.47559633027524,0,1,Beverages,Thai
2022-11-14,Biryani_Indian,3753,421.5893162393162,467.36581196581193,0,0,Biryani,Indian
2022-11-14,Desert_Indian,14640,382.8634761904762,455.7028095238095,0,1,Desert,Indian
2022-11-14,Extras_Thai,28996,167.8813186813187,200.62109890109892,0,0,Extras,Thai
2022-11-14,Other Snacks_Thai,30980,249.7516489361702,267.49042553191487,0,1,Other Snacks,Thai
2022-11-14,Pasta_Italian,7499,414.7862285714285,435.83782857142853,0,1,Pasta,Italian
2022-11-14,Pizza_Continental,80034,514.3059911894272,658.1043612334802,1,1,Pizza,Continental
2022-11-14,Rice Bowl_Indian,173517,301.28194805194806,339.3365800865801,1,1,Rice Bowl,Indian
2022-11-14,Salad_Italian,51253,303.28184210526314,303.25552631578944,0,0,Salad,Italian
2022-11-14,Sandwich_Italian,122514,243.5897379912664,301.8415283842795,1,1,Sandwich,Italian
2022-11-14,Seafood_Continental,14441,626.1106,627.77305,0,1,Seafood,Continental
2022-11-14,Soup_Thai,7568,234.19944444444445,235.155,0,1,Soup,Thai
2022-11-14,Starters_Thai,31970,281.3396153846154,281.2338461538462,0,1,Starters,Thai
2022-11-21,Beverages_Continental,27504,376.65654377880185,383.7085714285714,0,1,Beverages,Continental
2022-11-21,Beverages_Indian,11625,188.97882352941176,198.09617647058826,0,1,Beverages,Indian
2022-11-21,Beverages_Italian,77137,187.80117391304347,193.85786956521738,0,0,Beverages,Italian
2022-11-21,Beverages_Thai,131003,119.69324074074075,124.78097222222223,0,1,Beverages,Thai
2022-11-21,Biryani_Indian,3379,427.8393548387097,469.9969354838709,0,1,Biryani,Indian
2022-11-21,Desert_Indian,12205,405.2307692307692,454.8087019230769,0,1,Desert,Indian
2022-11-21,Extras_Thai,27000,169.01877777777779,195.13166666666666,0,1,Extras,Thai
2022-11-21,Other Snacks_Thai,28755,252.34404145077718,269.57502590673573,0,1,Other Snacks,Thai
2022-11-21,Pasta_Italian,8591,408.81420212765954,425.495585106383,0,1,Pasta,Italian
2022-11-21,Pizza_Continental,71373,501.1314782608696,658.3568695652174,1,1,Pizza,Continental
2022-11-21,Rice Bowl_Indian,133002,307.11805194805197,340.25502164502166,1,1,Rice Bowl,Indian
2022-11-21,Salad_Italian,70828,303.16786026200873,303.449519650655,0,1,Salad,Italian
2022-11-21,Sandwich_Italian,161661,244.64147826086958,301.7349565217391,1,1,Sandwich,Italian
2022-11-21,Seafood_Continental,7796,626.3234302325582,628.1513372093024,0,1,Seafood,Continental
2022-11-21,Soup_Thai,7796,234.353,235.36111111111111,0,1,Soup,Thai
2022-11-21,Starters_Thai,28614,281.2905911330049,281.1871428571429,0,1,Starters,Thai
2022-11-28,Beverages_Continental,42636,385.0047161572052,387.9987336244542,0,1,Beverages,Continental
2022-11-28,Beverages_Indian,17314,173.90024752475247,195.38163366336633,0,1,Beverages,Indian
2022-11-28,Beverages_Italian,105967,183.47679653679654,194.74883116883115,1,1,Beverages,Italian
2022-11-28,Beverages_Thai,189102,108.48564220183486,124.65275229357798,1,1,Beverages,Thai
2022-11-28,Biryani_Indian,4338,421.39733333333334,467.94814814814816,0,1,Biryani,Indian
2022-11-28,Desert_Indian,13221,413.6932038834952,456.86674757281554,0,1,Desert,Indian
2022-11-28,Extras_Thai,33763,165.2617391304348,193.86065217391305,0,1,Extras,Thai
2022-11-28,Other Snacks_Thai,35987,248.76121212121208,268.12676767676766,0,1,Other Snacks,Thai
2022-11-28,Pasta_Italian,8283,432.403492063492,431.27455026455027,0,1,Pasta,Italian
2022-11-28,Pizza_Continental,36410,653.9794323144105,655.6900436681223,0,1,Pizza,Continental
2022-11-28,Rice Bowl_Indian,128303,315.82329004329,339.45493506493506,0,1,Rice Bowl,Indian
2022-11-28,Salad_Italian,144247,284.9187772925764,303.32550218340606,1,1,Salad,Italian
2022-11-28,Sandwich_Italian,485452,218.6545652173913,301.5384347826087,1,1,Sandwich,Italian
2022-11-28,Seafood_Continental,16426,627.2618660287081,627.8991866028708,0,1,Seafood,Continental
2022-11-28,Soup_Thai,8111,234.70842105263156,235.89347368421053,0,1,Soup,Thai
2022-11-28,Starters_Thai,33897,281.1872463768116,281.3348309178744,0,1,Starters,Thai
2022-12-05,Beverages_Continental,125438,287.1296956521739,388.2653913043478,1,1,Beverages,Continental
2022-12-05,Beverages_Indian,16648,171.63676470588237,192.2587745098039,0,1,Beverages,Indian
2022-12-05,Beverages_Italian,87631,183.28151515151515,194.40606060606058,0,1,Beverages,Italian
2022-12-05,Beverages_Thai,192258,108.50391705069124,124.75894009216591,1,1,Beverages,Thai
2022-12-05,Biryani_Indian,3790,469.93503875968986,470.7838759689922,0,0,Biryani,Indian
2022-12-05,Desert_Indian,11350,455.10370192307687,457.3111057692307,0,1,Desert,Indian
2022-12-05,Extras_Thai,39247,170.66736842105263,193.15957894736843,0,0,Extras,Thai
2022-12-05,Other Snacks_Thai,38308,255.19039603960397,268.434306930693,0,1,Other Snacks,Thai
2022-12-05,Pasta_Italian,7490,424.188152173913,423.10499999999996,0,1,Pasta,Italian
2022-12-05,Pizza_Continental,32057,658.1531304347826,658.4074782608695,0,1,Pizza,Continental
2022-12-05,Rice Bowl_Indian,114914,316.99757575757576,338.7591774891775,0,0,Rice Bowl,Indian
2022-12-05,Salad_Italian,97928,293.69061135371174,303.5453711790393,1,1,Salad,Italian
2022-12-05,Sandwich_Italian,107033,284.7945652173913,301.9937391304348,0,1,Sandwich,Italian
2022-12-05,Seafood_Continental,15397,626.4172596153846,626.703798076923,0,1,Seafood,Continental
2022-12-05,Soup_Thai,8878,241.77893617021277,242.90691489361703,0,1,Soup,Thai
2022-12-05,Starters_Thai,38613,281.15502415458934,281.2671980676328,0,1,Starters,Thai
2022-12-12,Beverages_Continental,115141,287.0652608695652,384.5943913043479,0,1,Beverages,Continental
2022-12-12,Beverages_Indian,15020,175.85917874396134,196.6916425120773,0,1,Beverages,Indian
2022-12-12,Beverages_Italian,81099,183.31471615720523,194.1786462882096,0,1,Beverages,Italian
2022-12-12,Beverages_Thai,212322,108.62990783410137,124.68907834101383,0,1,Beverages,Thai
2022-12-12,Biryani_Indian,3651,471.76846153846157,471.56076923076927,0,0,Biryani,Indian
2022-12-12,Desert_Indian,10718,455.6963054187192,456.75665024630536,0,1,Desert,Indian
2022-12-12,Extras_Thai,41302,170.07586956521737,192.12989130434784,0,0,Extras,Thai
2022-12-12,Other Snacks_Thai,43661,254.84246445497627,269.0278199052132,0,1,Other Snacks,Thai
2022-12-12,Pasta_Italian,5883,418.0560606060606,417.08151515151513,0,1,Pasta,Italian
2022-12-12,Pizza_Continental,30366,658.3155895196506,658.549213973799,0,1,Pizza,Continental
2022-12-12,Rice Bowl_Indian,104055,329.71493506493505,338.15238095238095,0,0,Rice Bowl,Indian
2022-12-12,Salad_Italian,64459,303.1780349344978,303.2892576419214,0,1,Salad,Italian
2022-12-12,Sandwich_Italian,95383,285.20695652173913,301.35508695652175,0,1,Sandwich,Italian
2022-12-12,Seafood_Continental,15717,626.7578301886792,627.8748113207547,0,1,Seafood,Continental
2022-12-12,Soup_Thai,10905,241.77903225806452,242.55344086021506,0,1,Soup,Thai
2022-12-12,Starters_Thai,41096,281.23909090909086,281.2486602870813,0,1,Starters,Thai
2022-12-19,Beverages_Continental,104198,287.3355217391304,384.49439130434786,1,1,Beverages,Continental
2022-12-19,Beverages_Indian,13652,176.10132352941176,195.99911764705882,0,1,Beverages,Indian
2022-12-19,Beverages_Italian,33923,183.45837719298245,194.13171052631577,0,1,Beverages,Italian
2022-12-19,Beverages_Thai,154699,108.65092592592592,124.55333333333334,0,1,Beverages,Thai
2022-12-19,Biryani_Indian,3537,471.8155072463768,471.85898550724636,0,0,Biryani,Indian
2022-12-19,Desert_Indian,9347,456.63272727272727,456.93398989898986,0,1,Desert,Indian
2022-12-19,Extras_Thai,31141,177.14591397849463,196.23139784946238,0,1,Extras,Thai
2022-12-19,Other Snacks_Thai,30206,255.08445544554453,265.5019306930693,0,1,Other Snacks,Thai
2022-12-19,Pasta_Italian,7366,401.93569767441863,415.6322093023255,0,1,Pasta,Italian
2022-12-19,Pizza_Continental,26835,658.501304347826,658.6947826086956,0,1,Pizza,Continental
2022-12-19,Rice Bowl_Indian,86529,332.54038961038964,336.2314285714286,0,0,Rice Bowl,Indian
2022-12-19,Salad_Italian,55893,303.6647598253275,303.9401746724891,0,1,Salad,Italian
2022-12-19,Sandwich_Italian,112784,269.5398695652174,301.23978260869563,1,1,Sandwich,Italian
2022-12-19,Seafood_Continental,13406,621.7244999999999,627.5071,0,1,Seafood,Continental
2022-12-19,Soup_Thai,9285,242.2536170212766,242.52,0,1,Soup,Thai
2022-12-19,Starters_Thai,30235,281.41034313725487,281.3025,0,1,Starters,Thai
2022-12-26,Beverages_Continental,135842,286.96495652173917,384.482,1,1,Beverages,Continental
2022-12-26,Beverages_Indian,15449,190.24182692307693,195.5552403846154,0,1,Beverages,Indian
2022-12-26,Beverages_Italian,86675,183.7131168831169,194.3920346320346,0,0,Beverages,Italian
2022-12-26,Beverages_Thai,183659,108.77220183486239,124.61591743119266,1,1,Beverages,Thai
2022-12-26,Biryani_Indian,4782,448.02300653594773,471.39529411764704,0,1,Biryani,Indian
2022-12-26,Desert_Indian,11980,457.03653846153844,456.88846153846157,0,1,Desert,Indian
2022-12-26,Extras_Thai,29878,174.82054945054946,197.14450549450552,0,0,Extras,Thai
2022-12-26,Other Snacks_Thai,29034,255.33926470588236,261.5237745098039,0,1,Other Snacks,Thai
2022-12-26,Pasta_Italian,17313,363.5494711538461,427.57365384615383,1,1,Pasta,Italian
2022-12-26,Pizza_Continental,34107,658.4422270742358,658.3112227074236,0,1,Pizza,Continental
2022-12-26,Rice Bowl_Indian,118677,332.5174458874459,333.8312554112554,0,0,Rice Bowl,Indian
2022-12-26,Salad_Italian,119948,286.43585152838426,303.9575545851528,1,1,Salad,Italian
2022-12-26,Sandwich_Italian,100474,297.1655217391304,301.34743478260873,0,1,Sandwich,Italian
2022-12-26,Seafood_Continental,119224,390.7512669683258,627.2658371040724,1,1,Seafood,Continental
2022-12-26,Soup_Thai,8101,241.81655913978494,242.28978494623658,0,1,Soup,Thai
2022-12-26,Starters_Thai,31668,281.3826315789473,281.3826315789473,0,1,Starters,Thai
2023-01-02,Beverages_Continental,131656,304.7902608695652,387.824652173913,0,1,Beverages,Continental
2023-01-02,Beverages_Indian,13534,192.0521782178218,192.04544554455447,0,1,Beverages,Indian
2023-01-02,Beverages_Italian,100740,183.93748917748917,194.33744588744588,0,0,Beverages,Italian
2023-01-02,Beverages_Thai,248710,108.65328767123287,124.47251141552512,1,1,Beverages,Thai
2023-01-02,Biryani_Indian,6277,406.52976331360946,462.2531360946746,0,0,Biryani,Indian
2023-01-02,Desert_Indian,11204,456.7855339805825,457.1367475728155,0,1,Desert,Indian
2023-01-02,Extras_Thai,23634,169.51902173913044,199.69510869565218,0,0,Extras,Thai
2023-01-02,Other Snacks_Thai,29100,253.92603864734298,259.1553140096618,0,1,Other Snacks,Thai
2023-01-02,Pasta_Italian,16665,362.80621890547263,428.39432835820895,1,1,Pasta,Italian
2023-01-02,Pizza_Continental,37301,658.4317391304347,658.4839130434782,0,1,Pizza,Continental
2023-01-02,Rice Bowl_Indian,124750,329.5051948051948,332.91857142857145,0,0,Rice Bowl,Indian
2023-01-02,Salad_Italian,110026,286.4387772925764,303.9007860262009,0,1,Salad,Italian
2023-01-02,Sandwich_Italian,113147,297.63034782608696,301.5176086956522,0,1,Sandwich,Italian
2023-01-02,Seafood_Continental,107090,389.76026905829593,627.6744843049328,1,1,Seafood,Continental
2023-01-02,Soup_Thai,5727,242.2952222222222,242.1612222222222,0,1,Soup,Thai
2023-01-02,Starters_Thai,28675,281.2960194174757,281.3445631067961,0,1,Starters,Thai
2023-01-09,Beverages_Continental,86567,304.6019565217391,388.29308695652173,0,1,Beverages,Continental
2023-01-09,Beverages_Indian,14266,183.65706806282722,185.46837696335078,0,1,Beverages,Indian
2023-01-09,Beverages_Italian,57471,183.5148908296943,192.03982532751093,0,0,Beverages,Italian
2023-01-09,Beverages_Thai,203535,108.77663636363637,122.90931818181818,0,1,Beverages,Thai
2023-01-09,Biryani_Indian,4870,405.5603870967742,460.70270967741936,0,0,Biryani,Indian
2023-01-09,Desert_Indian,11292,462.9849275362319,463.045652173913,0,1,Desert,Indian
2023-01-09,Extras_Thai,22120,169.23033333333333,198.58999999999997,0,0,Extras,Thai
2023-01-09,Other Snacks_Thai,27980,259.7826699029126,260.4265533980582,0,1,Other Snacks,Thai
2023-01-09,Pasta_Italian,11934,361.37358695652176,430.2021195652174,0,1,Pasta,Italian
2023-01-09,Pizza_Continental,32062,658.1247161572053,658.2819213973798,0,1,Pizza,Continental
2023-01-09,Rice Bowl_Indian,87269,327.233,330.37208695652174,0,0,Rice Bowl,Indian
2023-01-09,Salad_Italian,77020,303.78043668122274,303.6972052401747,0,1,Salad,Italian
2023-01-09,Sandwich_Italian,72662,297.33078260869564,299.9354347826087,0,1,Sandwich,Italian
2023-01-09,Seafood_Continental,14875,618.1747596153847,626.6542307692308,0,1,Seafood,Continental
2023-01-09,Soup_Thai,5301,241.59873563218392,242.13977011494254,0,1,Soup,Thai
2023-01-09,Starters_Thai,28044,281.36940886699506,281.3546305418719,0,1,Starters,Thai
2023-01-16,Beverages_Continental,34325,382.5176315789474,387.52508771929826,0,1,Beverages,Continental
2023-01-16,Beverages_Indian,13351,194.76095693779905,195.55215311004784,0,1,Beverages,Indian
2023-01-16,Beverages_Italian,105433,184.22147186147188,184.68354978354978,0,0,Beverages,Italian
2023-01-16,Beverages_Thai,176619,117.59411764705882,127.30764705882353,0,1,Beverages,Thai
2023-01-16,Biryani_Indian,5099,406.002,460.47357575757576,0,1,Biryani,Indian
2023-01-16,Desert_Indian,18947,398.00126168224295,462.5654672897196,1,1,Desert,Indian
2023-01-16,Extras_Thai,23225,168.4729347826087,197.71521739130435,0,0,Extras,Thai
2023-01-16,Other Snacks_Thai,28510,261.5368095238095,262.20933333333335,0,1,Other Snacks,Thai
2023-01-16,Pasta_Italian,13797,374.1155392156863,437.46132352941174,0,1,Pasta,Italian
2023-01-16,Pizza_Continental,93765,488.00230434782605,658.1547391304348,1,1,Pizza,Continental
2023-01-16,Rice Bowl_Indian,155600,319.68445887445887,333.5225974025974,1,1,Rice Bowl,Indian
